gps_time,id,sv_id,pseudorange,carrier_phase,doppler_shift,CNo,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,clkErr
1429448088.59781,G02,2,22389678.1773514,-268807.930427551,-2471.29239141941,45.0279625273388,17042863.6562008,-17167684.1958225,10898892.1333965,-371.74273778942,1303.67481284568,2789.34517279498,-0.000187320505219857
1429448088.69781,G02,2,22389631.0102923,-269055.031583309,-2471.7953056097,45.0279625273388,17042826.4814526,-17167553.8264854,10899171.0671985,-371.751032270194,1303.70774225864,2789.32190884132,-0.000187320504276278
1429448088.79781,G02,2,22389584.2206693,-269302.129988909,-2470.76153755188,45.0279625273388,17042789.3058751,-17167423.453856,10899449.9986728,-371.75932618487,1303.74067155708,2789.29864430918,-0.000187320503332589
1429448088.89781,G02,2,22389537.3345167,-269549.222659111,-2471.39483690262,45.0279625273388,17042752.1294684,-17167293.0779337,10899728.9278203,-371.767619533482,1303.77360074111,2789.27537919849,-0.00018732050238901
1429448088.99781,G02,2,22389490.34906,-269796.31458807,-2470.36106884479,45.0279625273388,17042714.9522325,-17167162.6987193,10900007.8546396,-371.77591231598,1303.80652981054,2789.25211350936,-0.000187320501445432
1429448089.09781,G02,2,22389443.4970813,-270043.400460482,-2470.02579271793,45.3545459590296,17042677.7741671,-17167032.316211,10900286.7791344,-371.784204532488,1303.83945876581,2789.2288472415,-0.000187320500501853
1429448089.19781,G02,2,22389396.6412101,-270290.483192205,-2471.73942625523,45.3545459590296,17042640.5952721,-17166901.9304086,10900565.7013054,-371.792496183016,1303.87238760699,2789.20558039485,-0.000187320499558274
1429448089.29781,G02,2,22389349.5332449,-270537.549103498,-2470.20274400711,45.3545459590296,17042603.4155483,-17166771.5413141,10900844.6211477,-371.800787267433,1303.90531633351,2789.1823129698,-0.000187320498614585
1429448089.39781,G02,2,22389302.650214,-270784.61247468,-2470.2213704586,45.3545459590296,17042566.2349951,-17166641.1489261,10901123.5386647,-371.809077785833,1303.93824494576,2789.15904496607,-0.000187320497671006
1429448089.49781,G02,2,22389255.7394156,-271031.709294558,-2470.37969529629,45.3545459590296,17042529.0536134,-17166510.7532468,10901402.4538515,-371.817367738076,1303.97117344314,2789.13577638409,-0.000187320496727428
1429448089.59781,G02,2,22389208.7652973,-271278.775494576,-2470.35175561905,45.3545459590296,17042491.8714031,-17166380.3542757,10901681.3667092,-371.8256571242,1304.00410182578,2789.11250722376,-0.000187320495783849
1429448089.69781,G02,2,22389161.7418377,-271525.838197947,-2471.49728238583,45.3545459590296,17042454.6883628,-17166249.9520083,10901960.2772473,-371.833945944484,1304.03703009481,2789.08923748429,-0.00018732049484016
1429448089.79781,G02,2,22389114.6715743,-271772.918973923,-2470.57527303696,45.3545459590296,17042417.5044943,-17166119.5464501,10902239.1854539,-371.842234198582,1304.06995824881,2789.06596716666,-0.000187320493896581
1429448089.89781,G02,2,22389067.8193164,-272019.98555851,-2471.04093432426,45.3545459590296,17042380.3197967,-17165989.1375984,10902518.0913352,-371.850521886674,1304.1028862885,2789.04269627037,-0.000187320492953003
1429448089.99781,G02,2,22389020.722717,-272267.029289961,-2470.03510594368,45.3545459590296,17042343.1342699,-17165858.7254519,10902796.9948936,-371.85880900884,1304.13581421416,2789.01942479522,-0.000187320492009424
1429448090.09781,G02,2,22388973.831681,-272514.093491077,-2470.15617787838,45.5847596383471,17042305.9479151,-17165728.3100153,10903075.8961188,-371.867095564773,1304.16874202458,2788.99615274206,-0.000187320491065845
1429448090.19781,G02,2,22388926.8373352,-272761.153526068,-2470.463514328,45.5847596383471,17042268.7607314,-17165597.891285,10903354.795019,-371.875381554718,1304.2016697207,2788.97288011021,-0.000187320490122156
1429448090.29781,G02,2,22388879.8841344,-273008.195996761,-2470.57527303696,45.5847596383471,17042231.5727196,-17165467.4692634,10903633.6915888,-371.883666978516,1304.23459730189,2788.94960690013,-0.000187320489178577
1429448090.39781,G02,2,22388832.7969825,-273255.238694429,-2470.19343078136,45.5847596383471,17042194.383879,-17165337.0439481,10903912.585833,-371.891951836317,1304.26752476871,2788.92633311141,-0.000187320488234999
1429448090.49781,G02,2,22388785.9573146,-273502.285675049,-2470.36106884479,45.5847596383471,17042157.1942098,-17165206.6153393,10904191.4777516,-371.900236128122,1304.30045212115,2788.90305874405,-0.00018732048729142
1429448090.59781,G02,2,22388739.0302869,-273749.327675104,-2470.12823820114,45.5847596383471,17042120.0037124,-17165076.1834388,10904470.3673404,-371.9085198538,1304.33337935871,2788.87978379842,-0.000187320486347842
1429448090.69781,G02,2,22388691.926459,-273996.351392508,-2470.7056581974,45.5847596383471,17042082.8123868,-17164945.7482458,10904749.2546012,-371.916803013418,1304.3663064816,2788.85650827435,-0.000187320485404152
1429448090.79781,G02,2,22388644.8862902,-274243.403950691,-2470.30518949032,45.5847596383471,17042045.6202326,-17164815.3097595,10905028.1395358,-371.925085607019,1304.39923349001,2788.8332321717,-0.000187320484460574
1429448090.89781,G02,2,22388597.8570821,-274490.441096306,-2469.9792265892,45.5847596383471,17042008.4272502,-17164684.8679802,10905307.0221433,-371.933367634595,1304.43216038385,2788.80995549054,-0.000187320483516995
1429448090.99781,G02,2,22388550.859897,-274737.480159283,-2470.44488787651,45.5847596383471,17041971.2334397,-17164554.4229084,10905585.9024227,-371.941649096104,1304.46508716298,2788.78667823096,-0.000187320482573416
1429448091.09781,G02,2,22388503.7424753,-274984.52003479,-2470.35175561905,45.666631051296,17041934.0388009,-17164423.9745436,10905864.780375,-371.949929991586,1304.49801382752,2788.76340039288,-0.000187320481629727
1429448091.19781,G02,2,22388456.8344409,-275231.546676874,-2470.68703174591,45.666631051296,17041896.8433342,-17164293.5228866,10906143.6559987,-371.958210320994,1304.53094037728,2788.74012197642,-0.000187320480686148
1429448091.29781,G02,2,22388409.859386,-275478.576702356,-2469.96060013771,45.666631051296,17041859.6470394,-17164163.0679366,10906422.529295,-371.966490084365,1304.56386681239,2788.71684298149,-0.00018732047974257
1429448091.39781,G02,2,22388362.7913651,-275725.605136395,-2471.00368142128,45.666631051296,17041822.449917,-17164032.6096953,10906701.4002606,-371.974769281611,1304.59679313248,2788.69356340835,-0.000187320478798991
1429448091.49781,G02,2,22388315.5864403,-275972.610879898,-2470.76153755188,45.666631051296,17041785.251966,-17163902.1481586,10906980.268904,-371.983047912984,1304.62971933852,2788.6702832563,-0.000187320477855413
1429448091.59781,G02,2,22388268.623366,-276219.641091347,-2470.51008045673,45.666631051296,17041748.0531871,-17163771.683329,10907259.1352201,-371.991325978327,1304.66264542991,2788.64700252578,-0.000187320476911723
1429448091.69781,G02,2,22388221.469375,-276466.650621414,-2470.78016400337,45.666631051296,17041710.8535812,-17163641.2152101,10907537.9992011,-371.999603477412,1304.69557140573,2788.62372121743,-0.000187320475968145
1429448091.79781,G02,2,22388174.3585564,-276713.666134119,-2470.1189249754,45.666631051296,17041673.6531473,-17163510.7437972,10907816.8608568,-372.007880410544,1304.72849726712,2788.60043933043,-0.000187320475024566
1429448091.89781,G02,2,22388127.5465666,-276960.681325674,-2470.27724981308,45.666631051296,17041636.4518859,-17163380.2690925,10908095.7201827,-372.016156777578,1304.76142301355,2788.57715686515,-0.000187320474080988
1429448091.99781,G02,2,22388080.5881182,-277207.679958344,-2470.50076723099,45.666631051296,17041599.2497966,-17163249.791094,10908374.5771829,-372.024432578646,1304.7943486455,2788.55387382127,-0.000187320473137409
1429448092.09781,G02,2,22388033.6555296,-277454.686058283,-2469.46699917316,45.7206287709664,17041562.0468807,-17163119.3098063,10908653.4318475,-372.032707813453,1304.82727416178,2788.53059019961,-0.000187320472193719
1429448092.19781,G02,2,22387986.5714306,-277701.704879761,-2470.32381594181,45.7206287709664,17041524.8431363,-17162988.8252228,10908932.2841908,-372.040982482429,1304.86019956409,2788.50730599896,-0.000187320471250141
1429448092.29781,G02,2,22387939.5952196,-277948.716398239,-2471.00368142128,45.7206287709664,17041487.6385641,-17162858.3373454,10909211.1342084,-372.049256585438,1304.89312485189,2788.48402121971,-0.000187320470306562
1429448092.39781,G02,2,22387892.7394831,-278195.722180843,-2469.64395046234,45.7206287709664,17041450.4331654,-17162727.8461781,10909489.9818919,-372.057530122242,1304.92605002419,2788.46073586255,-0.000187320469362984
1429448092.49781,G02,2,22387845.7067389,-278442.729034185,-2470.50076723099,45.7206287709664,17041413.226939,-17162597.3517175,10909768.8272486,-372.065803093055,1304.95897508185,2788.43744992687,-0.000187320468419294
1429448092.59781,G02,2,22387798.7196947,-278689.72588563,-2469.93266046047,45.7206287709664,17041376.0198854,-17162466.8539645,10910047.6702762,-372.074075497815,1304.99190002458,2788.41416341288,-0.000187320467475716
1429448092.69781,G02,2,22387751.7014962,-278936.719830036,-2469.40180659294,45.7206287709664,17041338.8120041,-17162336.3529172,10910326.5109793,-372.082347336651,1305.02482485292,2788.39087632018,-0.000187320466532137
1429448092.79781,G02,2,22387704.7513266,-279183.701017141,-2470.53802013397,45.7206287709664,17041301.6032961,-17162205.8485791,10910605.3493499,-372.090618609337,1305.05774956592,2788.36758864945,-0.000187320465588559
1429448092.89781,G02,2,22387657.6632891,-279430.691409588,-2470.88260948658,45.7206287709664,17041264.3937614,-17162075.3409499,10910884.1853886,-372.098889315891,1305.09067416365,2788.34430040062,-0.00018732046464498
1429448092.99781,G02,2,22387610.701619,-279677.674238205,-2470.59389948845,45.7206287709664,17041227.1833988,-17161944.8300252,10911163.0191053,-372.107159456607,1305.12359864728,2788.32101157289,-0.00018732046370129
1429448093.09781,G02,2,22387563.6630679,-279924.653522253,-2469.23416852951,45.7206287709664,17041189.9722097,-17161814.31581,10911441.8504888,-372.115429031153,1305.15652301545,2788.29772216719,-0.000187320462757712
1429448093.19781,G02,2,22387516.5612877,-280171.632539034,-2470.13755142689,45.7301181171399,17041152.7601932,-17161683.7983004,10911720.6795474,-372.123698039784,1305.18944726917,2788.27443218282,-0.000187320461814133
1429448093.29781,G02,2,22387469.5987524,-280418.618609667,-2469.1317230463,45.7301181171399,17041115.5473507,-17161553.2775018,10911999.5062698,-372.131966482164,1305.22237140709,2788.25114162072,-0.000187320460870555
1429448093.39781,G02,2,22387422.7909007,-280665.577240705,-2469.83021497726,45.7301181171399,17041078.3336809,-17161422.7534087,10912278.3306674,-372.140234358631,1305.25529543053,2788.22785047995,-0.000187320459926976
1429448093.49781,G02,2,22387375.7971368,-280912.548561811,-2469.24348175526,45.7301181171399,17041041.1191844,-17161292.2260234,10912557.1527354,-372.148501669049,1305.28821933893,2788.20455876092,-0.000187320458983287
1429448093.59781,G02,2,22387328.7078528,-281159.520824432,-2469.59738433361,45.7301181171399,17041003.9038613,-17161161.6953466,10912835.9724725,-372.156768413376,1305.32114313214,2788.18126646372,-0.000187320458039708
1429448093.69781,G02,2,22387281.5089145,-281406.482973337,-2470.00716626644,45.7301181171399,17040966.6877112,-17161031.1613758,10913114.7898838,-372.165034591768,1305.35406681073,2788.15797358794,-0.00018732045709613
1429448093.79781,G02,2,22387234.5508454,-281653.455173492,-2470.26793658733,45.7301181171399,17040929.4707357,-17160900.6241167,10913393.6049569,-372.173300203864,1305.38699037325,2788.1346801346,-0.000187320456152551
1429448093.89781,G02,2,22387187.593965,-281900.430143595,-2469.07584369183,45.7301181171399,17040892.252932,-17160770.0835598,10913672.4177123,-372.181565250268,1305.41991382213,2788.111386102,-0.000187320455208861
1429448093.99781,G02,2,22387140.6873222,-282147.408816099,-2469.83952820301,45.7301181171399,17040855.0343025,-17160639.5397124,10913951.2281344,-372.189829730523,1305.45283715548,2788.08809149145,-0.000187320454265283
1429448094.09781,G02,2,22387093.5578845,-282394.360548258,-2469.79296207428,45.7301181171399,17040817.8148464,-17160508.9925723,10914230.0362278,-372.198093644763,1305.48576037386,2788.06479630256,-0.000187320453321704
1429448094.19781,G02,2,22387046.8020909,-282641.310292482,-2469.43905949593,45.9626682148608,17040780.5945645,-17160378.4421419,10914508.8419872,-372.206356992838,1305.51868347665,2788.04150053577,-0.000187320452378126
1429448094.29781,G02,2,22386999.7946942,-282888.286763668,-2469.8581546545,45.9626682148608,17040743.3734563,-17160247.8884195,10914787.6454166,-372.214619774867,1305.55160646429,2788.01820419076,-0.000187320451434547
1429448094.39781,G02,2,22386952.9224848,-283135.249058962,-2470.2399969101,45.9626682148608,17040706.1515216,-17160117.3314034,10915066.4465191,-372.222881990945,1305.58452933717,2787.99490726725,-0.000187320450490858
1429448094.49781,G02,2,22386906.0247024,-283382.203886032,-2470.33312916756,45.9626682148608,17040668.9287602,-17159986.7710937,10915345.2452948,-372.231143641075,1305.61745209525,2787.97160976526,-0.000187320449547279
1429448094.59781,G02,2,22386859.1606785,-283629.152593136,-2469.33661401272,45.9626682148608,17040631.7051735,-17159856.2074941,10915624.0417354,-372.23940472502,1305.6503747376,2787.94831168545,-0.000187320448603701
1429448094.69781,G02,2,22386812.1945462,-283876.101583004,-2470.21205723286,45.9626682148608,17040594.4807598,-17159725.6405997,10915902.8358519,-372.247665243093,1305.68329726547,2787.92501302693,-0.000187320447660122
1429448094.79781,G02,2,22386765.1848689,-284123.041858435,-2469.46699917316,45.9626682148608,17040557.2555207,-17159595.0704146,10916181.6276349,-372.255925195034,1305.71621967775,2787.90171379048,-0.000187320446716543
1429448094.89781,G02,2,22386718.4480576,-284369.980859518,-2468.88026595116,45.9626682148608,17040520.029456,-17159464.4969391,10916460.4170843,-372.264184580835,1305.74914197445,2787.87841397611,-0.000187320445772854
1429448094.99781,G02,2,22386671.3935234,-284616.924304485,-2469.68120336533,45.9626682148608,17040482.8025648,-17159333.9201692,10916739.2042082,-372.272443400737,1305.78206415649,2787.85511358314,-0.000187320444829275
1429448095.09781,G02,2,22386624.4560156,-284863.867414951,-2469.7370827198,45.9626682148608,17040445.5748482,-17159203.3401084,10917017.9889991,-372.280701654525,1305.81498622299,2787.83181261219,-0.000187320443885697
1429448095.19781,G02,2,22386577.2993896,-285110.810024738,-2469.5135653019,46.1114887988763,17040408.3463052,-17159072.7567531,10917296.7714648,-372.288959342427,1305.84790817485,2787.80851106263,-0.000187320442942118
1429448095.29781,G02,2,22386530.3966248,-285357.750321388,-2470.15617787838,46.1114887988763,17040371.1169365,-17158942.1701063,10917575.551599,-372.297216464261,1305.88083001135,2787.78520893497,-0.00018732044199854
1429448095.39781,G02,2,22386483.507128,-285604.691804171,-2469.41111981869,46.1114887988763,17040333.8867429,-17158811.5801697,10917854.3293975,-372.305473019906,1305.91375173197,2787.76190622957,-0.00018732044105485
1429448095.49781,G02,2,22386436.4849234,-285851.622109413,-2468.69400143623,46.1114887988763,17040296.6557229,-17158680.9869385,10918133.1048713,-372.313729009685,1305.94667333799,2787.73860294551,-0.000187320440111272
1429448095.59781,G02,2,22386389.5617421,-286098.553656578,-2468.9082056284,46.1114887988763,17040259.4238777,-17158550.3904164,10918411.878012,-372.321984433354,1305.97959482843,2787.71529908349,-0.000187320439167693
1429448095.69781,G02,2,22386342.5225923,-286345.486725092,-2468.73125433922,46.1114887988763,17040222.1912069,-17158419.7906013,10918690.6488238,-372.330239291045,1306.01251620377,2787.69199464317,-0.000187320438224114
1429448095.79781,G02,2,22386295.392592,-286592.423298597,-2469.19691562653,46.1114887988763,17040184.9577104,-17158289.1874939,10918969.4173057,-372.338493582724,1306.0454374639,2787.66868962461,-0.000187320437280425
1429448095.89781,G02,2,22386248.4847677,-286839.357469082,-2469.90472078323,46.1114887988763,17040147.7233882,-17158158.5810932,10919248.1834595,-372.346747308448,1306.07835860901,2787.64538402769,-0.000187320436336846
1429448095.99781,G02,2,22386201.5327248,-287086.296241999,-2469.5135653019,46.1114887988763,17040110.4882417,-17158027.971404,10919526.9472751,-372.355000467919,1306.11127963792,2787.62207785324,-0.000187320435393268
1429448096.09781,G02,2,22386154.3809109,-287333.23222518,-2469.12240982056,46.1114887988763,17040073.2522691,-17157897.3584195,10919805.7087667,-372.363253061566,1306.14420055227,2787.59877110008,-0.000187320434449689
1429448096.19781,G02,2,22386107.3622066,-287580.161103725,-2469.64395046234,46.1828240823093,17040036.0154716,-17157766.7421445,10920084.4679242,-372.371505089085,1306.17712135088,2787.57546376906,-0.000187320433506111
1429448096.29781,G02,2,22386060.3332031,-287827.082024813,-2469.54150497913,46.1828240823093,17039998.777848,-17157636.122574,10920363.2247584,-372.379756550801,1306.21004203503,2787.55215585926,-0.000187320432562421
1429448096.39781,G02,2,22386013.3919675,-288074.005215406,-2469.14103627205,46.1828240823093,17039961.5394006,-17157505.4997163,10920641.9792514,-372.388007446182,1306.24296260258,2787.52884737218,-0.000187320431618843
1429448096.49781,G02,2,22385966.5079097,-288320.924165249,-2469.24348175526,46.1828240823093,17039924.3001279,-17157374.8735655,10920920.7314156,-372.396257775604,1306.275883055,2787.5055383068,-0.000187320430675264
1429448096.59781,G02,2,22385919.5030673,-288567.858346701,-2469.24348175526,46.1828240823093,17039887.06003,-17157244.2441222,10921199.48125,-372.404507539032,1306.30880339216,2787.4822286632,-0.000187320429731686
1429448096.69781,G02,2,22385872.4755981,-288814.786107302,-2468.69400143623,46.1828240823093,17039849.8191063,-17157113.6113836,10921478.2287602,-372.412756736642,1306.34172361471,2787.45891844091,-0.000187320428788107
1429448096.79781,G02,2,22385825.3987902,-289061.712529182,-2469.38318014145,46.1828240823093,17039812.577359,-17156982.9753576,10921756.9739294,-372.42100536794,1306.37464372068,2787.43560764133,-0.000187320427844417
1429448096.89781,G02,2,22385778.5576237,-289308.615419626,-2468.9082056284,46.1828240823093,17039775.3347864,-17156852.3360381,10922035.7167709,-372.42925343331,1306.40756371161,2787.41229626336,-0.000187320426900839
1429448096.99781,G02,2,22385731.6332454,-289555.549985409,-2469.00133788586,46.1828240823093,17039738.0913894,-17156721.6934276,10922314.4572789,-372.437500932594,1306.44048358683,2787.38898430747,-0.00018732042595726
1429448097.09781,G02,2,22385684.5180876,-289802.454894304,-2469.54150497913,46.1828240823093,17039700.8471675,-17156591.0475246,10922593.1954571,-372.445747865896,1306.47340334674,2787.36567177338,-0.000187320425013682
1429448097.19781,G02,2,22385637.4650828,-290049.360967398,-2468.9082056284,46.1455751833767,17039663.6021203,-17156460.3983276,10922871.931308,-372.453994233295,1306.50632299166,2787.34235866085,-0.000187320424069992
1429448097.29781,G02,2,22385590.5710418,-290296.262608051,-2468.47979724407,46.1455751833767,17039626.3562487,-17156329.7458393,10923150.6648262,-372.462240034639,1306.53924252094,2787.31904497035,-0.000187320423126414
1429448097.39781,G02,2,22385543.6459853,-290543.161794901,-2469.09447014332,46.1455751833767,17039589.1095524,-17156199.0900587,10923429.396014,-372.470485269988,1306.57216193483,2787.29573070168,-0.000187320422182835
1429448097.49781,G02,2,22385496.7255988,-290790.065153599,-2469.39249336719,46.1455751833767,17039551.8620322,-17156068.4309879,10923708.1248662,-372.4787299392,1306.60508123273,2787.27241585528,-0.000187320421239257
1429448097.59781,G02,2,22385449.8723312,-291036.957884789,-2468.79644691944,46.1455751833767,17039514.6136873,-17155937.7686245,10923986.8513886,-372.486974042443,1306.63800041531,2787.24910043067,-0.000187320420295678
1429448097.69781,G02,2,22385402.9173567,-291283.859204292,-2468.59155595303,46.1455751833767,17039477.3645175,-17155807.1029672,10924265.5755837,-372.49521757979,1306.67091948285,2787.22578442764,-0.000187320419351988
1429448097.79781,G02,2,22385355.9214248,-291530.760788918,-2469.09447014332,46.1455751833767,17039440.1145234,-17155676.4340181,10924544.2974466,-372.50346055111,1306.70383843477,2787.2024678466,-0.00018732041840841
1429448097.89781,G02,2,22385309.0515105,-291777.661485672,-2468.94545853138,46.1455751833767,17039402.8637061,-17155545.7617807,10924823.0169704,-372.511702956193,1306.73675727027,2787.17915068812,-0.000187320417464831
1429448097.99781,G02,2,22385262.0664008,-292024.546287775,-2469.68120336533,46.1455751833767,17039365.6120642,-17155415.0862506,10925101.7341642,-372.519944795305,1306.76967599038,2787.15583295145,-0.000187320416521253
1429448098.09781,G02,2,22385215.0585185,-292271.431748867,-2467.13869273663,46.1455751833767,17039328.3595969,-17155284.407424,10925380.4490361,-372.528186068696,1306.80259459608,2787.13251463592,-0.000187320415577674
1429448098.19781,G02,2,22385167.9237995,-292518.313561678,-2469.53219175339,46.0960539898782,17039291.1063065,-17155153.7253087,10925659.1615692,-372.53642677587,1306.83551308534,2787.10919574293,-0.000187320414633985
1429448098.29781,G02,2,22385120.8725037,-292765.214314222,-2469.10378336906,46.0960539898782,17039253.8521921,-17155023.0399021,10925937.8717693,-372.544666916995,1306.86843145888,2787.085876272,-0.000187320413690406
1429448098.39781,G02,2,22385073.8097733,-293012.099684,-2468.7871336937,46.0960539898782,17039216.5972528,-17154892.3512006,10926216.5796441,-372.552906492304,1306.90134971757,2787.06255622249,-0.000187320412746828
1429448098.49781,G02,2,22385026.6557122,-293258.977350473,-2469.90472078323,46.0960539898782,17039179.3414905,-17154761.6592104,10926495.2851801,-372.561145501393,1306.93426785982,2787.03923559553,-0.000187320411803249
1429448098.59781,G02,2,22384979.6877383,-293505.8548069,-2469.70914304256,46.0960539898782,17039142.0849044,-17154630.9639282,10926773.9883843,-372.569383944485,1306.96718588645,2787.01591439053,-0.000187320410859559
1429448098.69781,G02,2,22384932.6918526,-293752.742019176,-2468.60086917877,46.0960539898782,17039104.8274939,-17154500.2653526,10927052.68926,-372.577621821668,1307.00010379784,2786.99259260722,-0.000187320409915981
1429448098.79781,G02,2,22384885.6533575,-293999.62337923,-2468.25627982616,46.0960539898782,17039067.5692608,-17154369.5634892,10927331.3877946,-372.585859132578,1307.0330215925,2786.96927024665,-0.000187320408972402
1429448098.89781,G02,2,22384838.8299087,-294246.484391928,-2468.34009885788,46.0960539898782,17039030.3102032,-17154238.8583314,10927610.0840028,-372.594095877649,1307.06593927217,2786.9459473076,-0.000187320408028824
1429448098.99781,G02,2,22384791.9398352,-294493.341935396,-2468.86163949966,46.0960539898782,17038993.0503221,-17154108.1498822,10927888.7778778,-372.602332056678,1307.09885683601,2786.92262379063,-0.000187320407085245
1429448099.09781,G02,2,22384744.8912822,-294740.215710163,-2468.51705014706,46.0960539898782,17038955.7896173,-17153977.4381409,10928167.4694212,-372.610567669721,1307.13177428423,2786.89929969562,-0.000187320406141556
1429448099.19781,G02,2,22384697.625022,-294987.064810276,-2469.01996433735,46.0131790321557,17038918.5280891,-17153846.7231081,10928446.1586316,-372.61880271674,1307.16469161664,2786.87597502268,-0.000187320405197977
1429448099.29781,G02,2,22384650.5216516,-295233.922256231,-2468.59155595303,46.0131790321557,17038881.2657373,-17153716.0047832,10928724.8455104,-372.627037197775,1307.19760883343,2786.85264977168,-0.000187320404254399
1429448099.39781,G02,2,22384603.3176222,-295480.778194427,-2468.67537498474,46.0131790321557,17038844.0025614,-17153585.2831644,10929003.5300611,-372.63527111293,1307.23052593497,2786.82932394236,-0.00018732040331082
1429448099.49781,G02,2,22384556.2325585,-295727.622958899,-2468.47979724407,46.0131790321557,17038806.7385631,-17153454.5582571,10929282.2122725,-372.643504461879,1307.26344291996,2786.80599753563,-0.000187320402367241
1429448099.59781,G02,2,22384509.0783508,-295974.464806318,-2468.70331466198,46.0131790321557,17038769.4737408,-17153323.8300555,10929560.8921566,-372.651737244979,1307.29635978978,2786.78267055051,-0.000187320401423552
1429448099.69781,G02,2,22384462.1730422,-296221.324194431,-2467.75336563587,46.0131790321557,17038732.2080965,-17153193.098567,10929839.5696979,-372.65996946177,1307.32927654262,2786.75934298827,-0.000187320400479973
1429448099.79781,G02,2,22384415.0100538,-296468.160457373,-2467.72542595863,46.0131790321557,17038694.9416274,-17153062.3637812,10930118.2449184,-372.668201112911,1307.36219318107,2786.73601484709,-0.000187320399536395
1429448099.89781,G02,2,22384368.0150346,-296714.993838787,-2468.7685072422,46.0131790321557,17038657.6743365,-17152931.6257082,10930396.9177965,-372.676432197759,1307.39510970255,2786.71268612878,-0.000187320398592816
1429448099.99781,G02,2,22384321.0798483,-296961.829473972,-2467.69748628139,46.0131790321557,17038620.4062221,-17152800.8843422,10930675.5883446,-372.684662716692,1307.42802610854,2786.68935683229,-0.000187320397649127
1429448100.09781,G02,2,22384274.2066986,-297208.655759811,-2467.94894337654,46.0131790321557,17038583.137285,-17152670.1396855,10930954.2565575,-372.692892669551,1307.46094239842,2786.66602695806,-0.000187320396705548
1429448100.19781,G02,2,22384227.3447499,-297455.480718851,-2468.31215918064,45.6078529447446,17038545.8675251,-17152539.391738,10931232.9224359,-372.701122056357,1307.49385857226,2786.64269650604,-0.00018732039576197
1429448100.29781,G02,2,22384180.3620477,-297702.310777426,-2468.34009885788,45.6078529447446,17038508.5969412,-17152408.6404949,10931511.5859896,-372.709350877407,1307.5267746312,2786.61936547541,-0.000187320394818391
1429448100.39781,G02,2,22384133.3925244,-297949.148581982,-2469.05721724033,45.6078529447446,17038471.3255357,-17152277.885965,10931790.2472002,-372.717579132154,1307.55969057308,2786.59603386771,-0.000187320393874812
1429448100.49781,G02,2,22384086.2656902,-298195.978767872,-2466.88723564148,45.6078529447446,17038434.0533053,-17152147.1281356,10932068.9060941,-372.725806821388,1307.59260640101,2786.57270168072,-0.000187320392931123
1429448100.59781,G02,2,22384039.2391935,-298442.805335283,-2468.666061759,45.6078529447446,17038396.7802541,-17152016.3670216,10932347.5626398,-372.734033944179,1307.62552211125,2786.54936891709,-0.000187320391987544
1429448100.69781,G02,2,22383992.2226985,-298689.629587173,-2468.03276240826,45.6078529447446,17038359.5063795,-17151885.6026136,10932626.2168577,-372.742260501125,1307.65843770621,2786.52603557511,-0.000187320391043966
1429448100.79781,G02,2,22383945.1562285,-298936.455349445,-2468.042075634,45.6078529447446,17038322.2316819,-17151754.8349125,10932904.8687453,-372.75048649216,1307.69135318558,2786.50270165499,-0.000187320390100387
1429448100.89781,G02,2,22383898.1008272,-299183.261640072,-2468.00482273102,45.6078529447446,17038284.9561617,-17151624.06392,10933183.5182993,-372.758711917188,1307.72426854897,2786.47936715702,-0.000187320389156809
1429448100.99781,G02,2,22383851.3408093,-299430.075702906,-2469.876781106,45.6078529447446,17038247.6798194,-17151493.2896375,10933462.1655164,-372.766936776115,1307.75718379601,2786.45603208145,-0.000187320388213119
1429448101.09781,G02,2,22383804.3493862,-299676.863685131,-2467.80924499035,45.6078529447446,17038210.4026548,-17151362.5120641,10933740.8103988,-372.775161069001,1307.79009892691,2786.43269642811,-0.000187320387269541
1429448101.19781,G02,2,22383757.4139681,-299923.675098658,-2467.59504079819,45.5557078950607,17038173.1246677,-17151231.7311984,10934019.4529491,-372.783384795937,1307.82301394199,2786.40936019679,-0.000187320386325962
1429448101.29781,G02,2,22383710.3583632,-300170.409840822,-2466.91517531872,45.5557078950607,17038135.8458585,-17151100.9470422,10934298.0931637,-372.791607956805,1307.85592884082,2786.38602338779,-0.000187320385382383
1429448101.39781,G02,2,22383663.471534,-300417.1375072,-2466.78479015827,45.5557078950607,17038098.5662276,-17150970.1595968,10934576.7310398,-372.799830551537,1307.88884362307,2786.36268600134,-0.000187320384438694
1429448101.49781,G02,2,22383616.3333759,-300663.851042271,-2466.21668338776,45.5557078950607,17038061.2857734,-17150839.3688562,10934855.3665899,-372.808052580497,1307.92175829019,2786.3393480364,-0.000187320383495115
1429448101.59781,G02,2,22383569.0448762,-300910.547846079,-2467.28770434856,45.5557078950607,17038024.004497,-17150708.5748239,10935133.9998068,-372.816274043478,1307.95467284135,2786.31600949357,-0.000187320382551537
1429448101.69781,G02,2,22383521.8123491,-301157.222144365,-2466.96174144745,45.5557078950607,17037986.7223981,-17150577.7774989,10935412.6306924,-372.824494940537,1307.98758727675,2786.29267037268,-0.000187320381607958
1429448101.79781,G02,2,22383474.5588364,-301403.880317688,-2465.53681790829,45.5557078950607,17037949.4394775,-17150446.9768835,10935691.2592418,-372.832715271531,1308.0205015958,2786.26933067417,-0.00018732038066438
